phase,generation,best_loss,median_loss,worst_loss,step,current_loss
differential_evolution,0.0,2.8522992928712356,4.172630164262129,6.143282848796474,,
differential_evolution,1.0,2.740783332523531,3.7922752324278113,5.125400582457195,,
differential_evolution,2.0,2.595193131921022,3.5082702871834357,4.974570670779781,,
differential_evolution,3.0,2.2776410781353253,3.3810800008304636,4.400118113006838,,
differential_evolution,4.0,2.2776410781353253,3.248926061631951,4.2707537023011035,,
differential_evolution,5.0,2.2776410781353253,3.169346141078667,4.180026582484732,,
differential_evolution,6.0,2.2776410781353253,3.063321107984281,4.0564996242676274,,
differential_evolution,7.0,2.2635515622466307,3.004863345482276,3.8212979266482856,,
differential_evolution,8.0,2.1237246777835104,2.9527159906061335,3.704672570711434,,
differential_evolution,9.0,2.1237246777835104,2.8930281472704378,3.487873999473282,,
differential_evolution,10.0,2.1237246777835104,2.831147695963472,3.441712203189241,,
differential_evolution,11.0,2.1237246777835104,2.7570600617490735,3.391329145305577,,
differential_evolution,12.0,2.1237246777835104,2.7287342451148557,3.3050887878866804,,
differential_evolution,13.0,2.1237246777835104,2.682591052453004,3.3050887878866804,,
differential_evolution,14.0,2.0672182633930474,2.613927113166227,3.3050887878866804,,
differential_evolution,15.0,2.0672182633930474,2.586031842461775,3.3050887878866804,,
differential_evolution,16.0,1.82169457473317,2.5392482471297635,3.3050887878866804,,
differential_evolution,17.0,1.82169457473317,2.500763039804953,3.0391377880331762,,
differential_evolution,18.0,1.82169457473317,2.481379646546547,3.0340367912428428,,
differential_evolution,19.0,1.82169457473317,2.4262562837070725,3.0340367912428428,,
differential_evolution,20.0,1.82169457473317,2.3929019044147024,3.0340367912428428,,
differential_evolution,21.0,1.82169457473317,2.37680997039374,3.0340367912428428,,
differential_evolution,22.0,1.82169457473317,2.3453898722597533,3.0340367912428428,,
differential_evolution,23.0,1.82169457473317,2.315609289663533,3.0340367912428428,,
differential_evolution,24.0,1.82169457473317,2.2814376407250965,3.0340367912428428,,
differential_evolution,25.0,1.82169457473317,2.265351538358215,2.7457950020068234,,
differential_evolution,26.0,1.82169457473317,2.2372440769448407,2.639374131332306,,
differential_evolution,27.0,1.82169457473317,2.216986829694042,2.527747837411449,,
differential_evolution,28.0,1.82169457473317,2.207936223898214,2.527747837411449,,
differential_evolution,29.0,1.82169457473317,2.1989257003700473,2.527747837411449,,
differential_evolution,30.0,1.82169457473317,2.180457418555635,2.5243279632918236,,
differential_evolution,31.0,1.82169457473317,2.169972763098221,2.5215080048976253,,
differential_evolution,32.0,1.82169457473317,2.1600021448456377,2.5215080048976253,,
differential_evolution,33.0,1.82169457473317,2.152487154511066,2.5215080048976253,,
differential_evolution,34.0,1.82169457473317,2.1386469763852247,2.5215080048976253,,
differential_evolution,35.0,1.82169457473317,2.119601774503053,2.5215080048976253,,
differential_evolution,36.0,1.82169457473317,2.1022086189980267,2.5215080048976253,,
differential_evolution,37.0,1.6636481607088232,2.099863574399122,2.5215080048976253,,
differential_evolution,38.0,1.6636481607088232,2.0919094564866367,2.5215080048976253,,
differential_evolution,39.0,1.6636481607088232,2.089431059776084,2.5116524475104396,,
differential_evolution,40.0,1.6636481607088232,2.0756722594766592,2.5116524475104396,,
differential_evolution,41.0,1.6636481607088232,2.0682143270093847,2.5116524475104396,,
differential_evolution,42.0,1.6636481607088232,2.063721363857518,2.376903911499304,,
differential_evolution,43.0,1.6636481607088232,2.0551523384716024,2.294263781078321,,
differential_evolution,44.0,1.6636481607088232,2.044660110518355,2.2529026802818066,,
differential_evolution,45.0,1.6636481607088232,2.0394878925798583,2.2212726708973114,,
differential_evolution,46.0,1.6636481607088232,2.0320932540176324,2.2212726708973114,,
