phase,generation,best_loss,median_loss,worst_loss,step,current_loss
differential_evolution,0.0,2.7175982250206,4.118779550752151,6.004462566154378,,
differential_evolution,1.0,2.7175982250206,3.823198403056498,5.042131076895016,,
differential_evolution,2.0,2.691736729880253,3.546145285557103,4.889578259249858,,
differential_evolution,3.0,2.5406216528277508,3.398985199744587,4.609784525911843,,
differential_evolution,4.0,2.453350548771925,3.274597522847448,4.195181011908986,,
differential_evolution,5.0,2.4471287046578634,3.203519094176534,3.9119297771426846,,
differential_evolution,6.0,2.373058177901277,3.131346032970363,3.8997720146440265,,
differential_evolution,7.0,2.1961998376615455,3.066440348707994,3.8997720146440265,,
differential_evolution,8.0,2.1961998376615455,2.9893832371610736,3.8997720146440265,,
differential_evolution,9.0,2.1961998376615455,2.93460510488136,3.542320236291484,,
differential_evolution,10.0,2.1961998376615455,2.85536863352352,3.542320236291484,,
differential_evolution,11.0,2.1961998376615455,2.77950802037072,3.375571493374268,,
differential_evolution,12.0,2.1961998376615455,2.716684036464091,3.375571493374268,,
differential_evolution,13.0,2.1961998376615455,2.66650932858687,3.362468992076833,,
differential_evolution,14.0,2.1800639783497564,2.6169453121674238,3.362468992076833,,
differential_evolution,15.0,2.1800639783497564,2.5831946457811474,3.362468992076833,,
differential_evolution,16.0,2.1800639783497564,2.5430515686293838,3.362468992076833,,
differential_evolution,17.0,2.1800639783497564,2.510319332314779,3.0875550496983104,,
differential_evolution,18.0,2.134400566063586,2.4922013167695574,3.0875550496983104,,
differential_evolution,19.0,2.134400566063586,2.4448263175319407,2.9988382112927483,,
differential_evolution,20.0,2.134400566063586,2.423029673977555,2.9988382112927483,,
differential_evolution,21.0,1.898967420676888,2.3832303165619315,2.9988382112927483,,
differential_evolution,22.0,1.898967420676888,2.3692065203161965,2.8973197513126787,,
differential_evolution,23.0,1.898967420676888,2.354296131744178,2.83130078174713,,
differential_evolution,24.0,1.898967420676888,2.331382159394292,2.83130078174713,,
differential_evolution,25.0,1.898967420676888,2.3182229348410677,2.6946913740504304,,
