GLOBALEVENTID,SQLDATE,MonthYear,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,SourceFileTimestamp,EventRootName,QuadClassName
876421386,20191001,201910,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,010,010,01,1,0.0,6,3,6,-3.83286534706093,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20191001000000,Make public statement,Verbal cooperation
876421387,20191001,201910,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,010,010,01,1,0.0,9,3,9,-3.83286534706093,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20191001000000,Make public statement,Verbal cooperation
876421389,20191001,201910,CHN,CHINA,CHN,,,,,,,,USA,SAN FRANCISCO,USA,,,,,,,,1,016,016,01,1,-2.0,18,3,18,-3.83286534706093,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20191001000000,Make public statement,Verbal cooperation
876421392,20191001,201910,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,060,060,06,2,6.0,15,3,15,-3.83286534706093,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20191001000000,Engage in material cooperation,Material cooperation
876421395,20191001,201910,CHN,BEIJING,CHN,,,,,,,,USAMED,REUTERS,USA,,,,,MED,,,1,051,051,05,1,3.4,10,2,10,-2.22821302816901,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20191001000000,Engage in diplomatic cooperation,Verbal cooperation
876423554,20191001,201910,USA,SAN FRANCISCO,USA,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,173,173,17,4,-5.0,6,3,6,-4.82456140350877,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20191001000000,Coerce,Material conflict
876425519,20191001,201910,CHN,CHINA,CHN,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,010,010,01,1,0.0,12,5,12,-1.75793936271076,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20191001001500,Make public statement,Verbal cooperation
876425520,20191001,201910,CHN,CHINA,CHN,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,010,010,01,1,0.0,8,4,8,-1.47072828604864,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20191001001500,Make public statement,Verbal cooperation
876429226,20191001,201910,CHN,CHINA,CHN,,,,,,,,MNCUSA,SEMPRA ENERGY,USA,,,,,MNC,,,1,061,061,06,2,6.4,8,1,8,-0.662251655629141,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,1,Peru,PE,PE,,-10.0,-76.0,PE,20191001003000,Engage in material cooperation,Material cooperation
876429227,20191001,201910,CHN,CHINA,CHN,,,,,,,,MNCUSA,SEMPRA ENERGY,USA,,,,,MNC,,,1,061,061,06,2,6.4,10,1,10,-0.662251655629141,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,1,Peru,PE,PE,,-10.0,-76.0,PE,1,Peru,PE,PE,,-10.0,-76.0,PE,20191001003000,Engage in material cooperation,Material cooperation
876429234,20191001,201910,CHN,CHINA,CHN,,,,,,,,USA,INDIANAPOLIS,USA,,,,,,,,1,043,043,04,1,2.8,10,1,10,-1.3986013986014,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,3,"Indianapolis, Indiana, United States",US,USIN,IN097,39.7684,-86.158,452890,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20191001003000,Consult,Verbal cooperation
876429235,20191001,201910,CHN,CHINA,CHN,,,,,,,,USA,SAN DIEGO,USA,,,,,,,,1,061,061,06,2,6.4,10,1,10,4.18118466898955,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,20191001003000,Engage in material cooperation,Material cooperation
876430486,20191001,201910,MNCUSA,SEMPRA ENERGY,USA,,,,,MNC,,,CHN,CHINA,CHN,,,,,,,,1,061,061,06,2,6.4,8,1,8,-0.662251655629141,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,1,Peru,PE,PE,,-10.0,-76.0,PE,20191001003000,Engage in material cooperation,Material cooperation
876430487,20191001,201910,MNCUSA,SEMPRA ENERGY,USA,,,,,MNC,,,CHN,CHINA,CHN,,,,,,,,1,061,061,06,2,6.4,10,1,10,-0.662251655629141,1,Chile,CI,CI,,-30.0,-71.0,CI,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,1,Chile,CI,CI,,-30.0,-71.0,CI,20191001003000,Engage in material cooperation,Material cooperation
876431211,20191001,201910,USA,INDIANAPOLIS,USA,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,042,042,04,1,1.9,6,1,6,-1.3986013986014,1,India,IN,IN,,20.0,77.0,IN,1,Japan,JA,JA,,36.0,138.0,JA,1,Japan,JA,JA,,36.0,138.0,JA,20191001003000,Consult,Verbal cooperation
876431214,20191001,201910,USA,SAN DIEGO,USA,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,061,061,06,2,6.4,10,1,10,4.18118466898955,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,4,"Yangtze, China (general), China",CH,CH00,13243,31.7867,121.141,-1899838,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,20191001003000,Engage in material cooperation,Material cooperation
876431215,20191001,201910,USA,CALIFORNIA,USA,,,,,,,,CHN,CHINESE,CHN,,,,,,,,1,090,090,09,2,-2.0,10,1,10,-2.8436018957346,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20191001003000,Investigate,Material cooperation
876433262,20191001,201910,CHN,CANTON,CHN,,,,,,,,USA,COLUMBUS,USA,,,,,,,,1,036,036,03,1,4.0,6,1,6,1.40845070422535,1,China,CH,CH,,35.0,105.0,CH,3,"Columbus, Ohio, United States",US,USOH,OH049,39.9612,-82.9988,1080996,3,"Columbus, Ohio, United States",US,USOH,OH049,39.9612,-82.9988,1080996,20191001004500,Express intent to cooperate,Verbal cooperation
