EventBaseCode,EventRootCode,mapping_level,is_direct_trade,domain,weight
171,17,base_override,True,politics,0.2
171,17,base_override,True,security,0.25
171,17,base_override,True,society_humanitarian,0.0
172,17,base_override,True,diplomacy,0.0
172,17,base_override,True,economy,0.2
172,17,base_override,True,law,0.25
172,17,base_override,True,politics,0.3
172,17,base_override,True,security,0.25
172,17,base_override,True,society_humanitarian,0.0
173,17,base_override,False,diplomacy,0.0
173,17,base_override,False,economy,0.0
173,17,base_override,False,law,0.35
173,17,base_override,False,politics,0.2
173,17,base_override,False,security,0.3
173,17,base_override,False,society_humanitarian,0.15
174,17,base_override,False,diplomacy,0.15
174,17,base_override,False,economy,0.0
174,17,base_override,False,law,0.25
174,17,base_override,False,politics,0.2
174,17,base_override,False,security,0.0
174,17,base_override,False,society_humanitarian,0.4
175,17,base_override,False,diplomacy,0.0
175,17,base_override,False,economy,0.0
175,17,base_override,False,law,0.2
175,17,base_override,False,politics,0.25
175,17,base_override,False,security,0.25
175,17,base_override,False,society_humanitarian,0.3
180,18,root_fallback,False,diplomacy,0.0
180,18,root_fallback,False,economy,0.0
180,18,root_fallback,False,law,0.0
180,18,root_fallback,False,politics,0.0
180,18,root_fallback,False,security,0.8
180,18,root_fallback,False,society_humanitarian,0.2
181,18,root_fallback,False,diplomacy,0.0
181,18,root_fallback,False,economy,0.0
181,18,root_fallback,False,law,0.0
181,18,root_fallback,False,politics,0.0
181,18,root_fallback,False,security,0.8
181,18,root_fallback,False,society_humanitarian,0.2
182,18,root_fallback,False,diplomacy,0.0
182,18,root_fallback,False,economy,0.0
182,18,root_fallback,False,law,0.0
182,18,root_fallback,False,politics,0.0
182,18,root_fallback,False,security,0.8
182,18,root_fallback,False,society_humanitarian,0.2
183,18,root_fallback,False,diplomacy,0.0
183,18,root_fallback,False,economy,0.0
183,18,root_fallback,False,law,0.0
183,18,root_fallback,False,politics,0.0
183,18,root_fallback,False,security,0.8
183,18,root_fallback,False,society_humanitarian,0.2
185,18,root_fallback,False,diplomacy,0.0
