month,CN_diplomacy_shock,CN_economy_shock,CN_law_shock,CN_politics_shock,CN_security_shock,CN_society_humanitarian_shock,US_diplomacy_shock,US_economy_shock,US_law_shock,US_politics_shock,US_security_shock,US_society_humanitarian_shock
201904,1.391006363880851,2.152578811925346,-1.0316439035842193,-0.11549920149629314,-0.5612726812126286,0.9603728984859603,1.4853118126863034,2.2182516531525995,-0.6399589285278127,0.08380469278484397,-0.3725307205773039,1.1000798912911516
201905,1.232794983846646,2.2958284237636666,-1.3409457892018686,-0.6018191780130441,-1.4058854301337402,1.1509348965651003,1.100400333746542,2.3188574917645264,-1.0554530188998474,-0.48201015946604164,-1.0047506757176623,0.9695830828894887
201906,1.019128021622199,2.244992595175571,-1.2026900395603877,-0.5760654829285183,-1.1715163138124798,1.2226333306311281,1.4114873561951342,2.5531178839330453,-0.9736662137492478,-0.1253182370253706,-1.3230456748465724,1.1316868651431542
201907,1.2236530042171996,1.9085472707222566,-1.2142219800177283,-0.6850523567728961,-0.4754252167706391,0.8749980950371874,1.5141328173926367,2.3143084737152217,-0.7353516911124917,0.1329110292969401,-0.4680214646698557,1.0320439409475681
201908,0.9459403967846157,2.145491839021271,-0.952056868472434,-0.43627926393205674,-0.9354538537253356,1.0871011800487111,1.4645820577403272,2.4185363417235086,-0.549035370523666,0.04861441441683998,-0.9162284875221309,0.6712147435028694
201909,1.351706183446334,2.262616252503315,-0.743119828630683,-0.011910704890633363,-0.5549133829378161,1.1222659119305447,1.5930713775122798,2.4682794812649735,-0.7326453740188761,0.27299719976308284,-0.53198140897926,1.232645187348072
201910,1.0780963300486683,1.0559538473009604,-0.9543965865508218,-0.4526768721546263,-0.5169475405892763,1.1767052561311984,1.7318703083407854,2.469329943940164,-0.923282196901596,0.17162823625626092,-1.0178172025998675,0.9010597274255686
201911,1.6546551106622307,2.599392593984898,-0.9963682243895046,0.010323735305816747,-0.9882020612115785,1.0282183229348534,1.6801882858769006,2.3459048268742504,-0.8839367276675771,0.08832342089645984,-0.8454379811044359,0.8616027820933368
201912,1.623536838165714,2.3345837798043236,-0.8646085042566071,0.14174913131177433,-0.5950281428585282,1.0170014924019048,1.7406366762888397,2.384669877902852,-0.6115063031399451,0.42958119184273746,-0.8066508025054797,0.5756075134662653
202001,0.5481790884665166,2.0449353494160505,-0.873749807905562,-0.4019047396125783,-0.9338534665453551,1.3991018487459124,1.5251901449998884,2.485090351365592,-1.1335835843344826,-0.06361781204883843,-1.0949039348146683,0.9444365660198861
