phase,generation,best_loss,median_loss,worst_loss,step,current_loss
differential_evolution,0.0,2.7173709522933276,4.118438641661243,5.999599178980283,,
differential_evolution,1.0,2.7173709522933276,3.817654560454441,5.012800331102242,,
differential_evolution,2.0,2.6915956823226552,3.523956325383268,4.88889644106804,,
differential_evolution,3.0,2.5273371362771018,3.400056161453033,4.648641450868872,,
differential_evolution,4.0,2.477042037166715,3.3029384577606704,4.19472646645444,,
differential_evolution,5.0,2.421582808946698,3.2055701844407123,4.07616282744599,,
differential_evolution,6.0,2.3803048663410404,3.1063496581484076,4.07616282744599,,
differential_evolution,7.0,2.3803048663410404,3.061122798542149,4.021029225964816,,
differential_evolution,8.0,2.3413424583361238,3.0012207410771303,3.7432007820583513,,
differential_evolution,9.0,2.3413424583361238,2.9186154376928277,3.676081158723822,,
differential_evolution,10.0,2.3413424583361238,2.8663504114522658,3.676081158723822,,
differential_evolution,11.0,2.2907906203415753,2.843845746508339,3.6496966009262226,,
differential_evolution,12.0,2.234556630261284,2.7790776594451403,3.6496966009262226,,
differential_evolution,13.0,2.0203963943593233,2.7174779636947717,3.6496966009262226,,
differential_evolution,14.0,2.0203963943593233,2.6745690669126083,3.523956636189336,,
differential_evolution,15.0,2.0203963943593233,2.63665656765666,3.523956636189336,,
differential_evolution,16.0,2.0203963943593233,2.6069497375615724,3.202523193862853,,
differential_evolution,17.0,2.0203963943593233,2.5738659968848596,3.131609402729802,,
differential_evolution,18.0,2.0203963943593233,2.539814015002766,2.9863738656696075,,
differential_evolution,19.0,2.0203963943593233,2.526636803611511,2.9863738656696075,,
differential_evolution,20.0,2.0203963943593233,2.507759487806908,2.9863738656696075,,
differential_evolution,21.0,2.0203963943593233,2.4950294658638015,2.932483786379114,,
differential_evolution,22.0,2.0203963943593233,2.469909245506919,2.895123996631691,,
differential_evolution,23.0,2.0203963943593233,2.4555146384570534,2.8409284077349857,,
differential_evolution,24.0,2.0203963943593233,2.4487503069714904,2.809878719063945,,
differential_evolution,25.0,2.0203963943593233,2.4124323656402726,2.809878719063945,,
differential_evolution,26.0,2.0203963943593233,2.3937258825511325,2.809878719063945,,
differential_evolution,27.0,2.0203963943593233,2.377339047843618,2.809878719063945,,
differential_evolution,28.0,2.0203963943593233,2.3579802264443677,2.669839319525442,,
