month,country,domain,data_status,preference_update_impact,weekly_variation,weekly_peak,weekly_recent
201904,US,politics,observed,0.08380469278484397,1.346318070640248,0.4003997846762799,-0.3077921986404749
201904,US,security,observed,-0.3725307205773039,0.813871999621683,0.4366223344496021,-0.4366223344496021
201904,US,society_humanitarian,observed,1.1000798912911516,1.293189851225194,0.6495117505712092,0.604628751851382
201905,CN,diplomacy,observed,1.232794983846646,1.0672207781242302,1.15301372150068,0.7908746029470919
201905,CN,economy,observed,2.2958284237636666,2.7346216793715543,2.1973823953932676,0.9618693744206037
201905,CN,law,observed,-1.3409457892018686,0.7101862898917566,1.0841672947269463,-1.0841672947269463
201905,CN,politics,observed,-0.6018191780130441,0.74882862241014,0.7587925983987402,-0.7587925983987402
201905,CN,security,observed,-1.4058854301337402,0.8682773512762987,1.0393351229644223,-0.9449220524156869
201905,CN,society_humanitarian,observed,1.1509348965651003,0.6442207747697779,0.5834584466695599,0.47497187576757216
201905,US,diplomacy,observed,1.100400333746542,2.081941784489616,1.3642613153485468,0.5949133937963887
201905,US,economy,observed,2.3188574917645264,2.7468782001219916,2.2574153528030125,0.9273893751451289
201905,US,law,observed,-1.0554530188998474,1.1232440282920253,0.9230446211639987,-0.9230446211639987
201905,US,politics,observed,-0.48201015946604164,1.643290570650782,0.6688323801628707,-0.6688323801628707
201905,US,security,observed,-1.0047506757176623,0.9512175987688183,0.9327634436064776,-0.9327634436064776
201905,US,society_humanitarian,observed,0.9695830828894887,1.104298091783305,0.6835682275061836,0.15941452587144492
201906,CN,diplomacy,observed,1.019128021622199,0.7720405907805539,1.0204993081930105,0.9288872497550791
201906,CN,economy,observed,2.244992595175571,1.210486937958611,1.7738453786986574,1.6014524984654035
201906,CN,law,observed,-1.2026900395603877,0.9446406103491138,0.8796327249507027,-0.8796327249507027
201906,CN,politics,observed,-0.5760654829285183,0.9799099127325313,0.495222201026369,-0.495222201026369
201906,CN,security,observed,-1.1715163138124798,1.3129915005079513,0.8635252703385468,-0.8635252703385468
